mitra_name,address,description,program,course_position
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat","Able to plan, execute and manage Vidio social media accounts. Can read performance or social media data. Team work, Time management, Communication skills",Magang,Social Media Marketing
PT Inamas Sintesis Teknologi,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Content Planning Creativity Social Media Optimization Copywriting and Storytelling Community Management,Magang,Social Media Officer
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581","Administering the marketing team Coordinating content Ideas, images and data Collaborating with Social Media Management stakeholders",Magang,Social Media Specialist
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Promotion Promotion Marketing Communication Brand Awareness Kedisiplinan,Magang,Social Media Specialist
PT Sebangku Jaya Abadi,Yogyakarta,Social Media Marketing Social Media Campaign Fundamentals User research Social Media Marketing Content Social Media Paid Advertising,Magang,Social Media Specialist
PT Generasi Anak Muda Berkarya,"Grand Slipi Tower, CHR Offce Unit O Lt 9, Jl. Letjend S Parman Kav 22-24, Jakarta Barat, 11480",Algorithm analysis on each social media. Ads on social media. Adding engagement. Creating content. Identifying problems,Magang,Social Media Specialist
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Reach Social Media Strategist Soft Skills  Social Media Enggament Kehadiran,Magang,Social Media Specialist
PT Sebangku Jaya Abadi,Yogyakarta,Social Media Paid Advertising Content Social Media Marketing Social Media Marketing Fundamentals User research Social Media Campaigns,Magang,Social Media Specialist
PT Cloud Hosting Indonesia,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Understanding Trends for each of the company's social media platforms Acting as an admin on the Company's social media accounts Using social media analytic tools Performing analysis and reporting on insight and engagement on company social media accounts regularly on Making content planning for corporate social media Research and data collection Set the publication schedule of the content that has been created.Identify the company's marketing elements. Identify the target audience of the company,Magang,Social Media Specialist
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Job Performance Content Delivery Content Design Content Strategy Strategic Communication Plan Content Review Value - Loyal	 Value - Amanah	 Value - Kompeten	 Value - Adaptif	 Value - Harmonis	 Job Performance Value - Kolaboratif,Magang,Social Media Specialist Intern
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Designing corporate communication strategies together with the Corporate Communication team Designing and developing campaigns to increase AwanTunai brand awareness Collaborating with copywriters in creating creative content Assisting team leaders in creating various programs aimed at increasing AwanTunai brand awareness to external parties Collecting and documenting employee activities and activities,Magang,Social Media Strategist
PT Karya Dua Anyam,(Alamat Tidak Tersedia),"Support the process of planning, data collection, and social program satisfaction surveys (scholarships, clean water sources, food packages, solar lights, reading glasses, children's programs) and Du Anyam mentoring. social services (Scholarships, Clean water sources, Food packages, Solar Lights, Reading Glasses, Children's programs) Help prepare, implement and report on community capacity building programs",Magang,Social & Support Production Intern
PT Bhinneka Mentaridimensi,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Programming Language Software Development Implementation of system development Product Documentation Analytics and Computational Modeling Analytical Thinking Communication Ability Collaboration Inter/between teams,Magang,Software Developer Intern
PT Tokopedia,(Alamat Tidak Tersedia),Self Leadership Planning & Organizing Problem Solving & Decision Making Communication & Collaboration Functional Excellent & Market Awareness,Magang,Software Development Engineer Intern 
PT Global Digital Niaga,"Jl. Budi Kemuliaan 1 No. 1, Gambir, Jakarta Pusat",Building Partnership Problem Analysis & Problem Solving Gaining Commitment Monitoring & Evaluating Planning & Organizing,Magang,Software Development Engineer Intern 
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","IT Requirement Analysis Application Programming Application Programming Interface (API) Application/Software Design Softskill ""AKHLAK & ACTION"" System Integration Application Programming Interface (API)",Magang,Software Development Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Application Programming Interface (API) System Integration Application/ Software Testing IT Requirement Analysis Application Programming Softskill ""AKHLAK & ACTION"" Application/Software Design",Magang,Software Development Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Application/Software Design System Integration Application Programming IT Requirement Analysis Softskill ""AKHLAK & ACTION"" Application/ Software Testing Application Programming Interface (API)",Magang,Software Development Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Application/Software Design Application Programming Application Programming Interface (API) Softskill ""AKHLAK & ACTION"" Application/ Software Testing IT Requirement Analysis System Integration",Magang,Software Development Intern
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Electronics Industry Ecosystem Operation System Professionalism Software Project Engineer on Software Engineering Dedicated Platform,Magang,Software Engineer
PT Stadikel Edukasi Teknologi,"Jl. Ki Hajar Dewantara No. 73, Jawa Barat",Web Application Development Software Engineering Cloud Computing Architecture Design Relational Database Software Project Management,Magang,Software Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Electronic Industry Ecosystem Software Project on Special Platform Professionalism Engineer Software Engineering Operating System,Magang,Software Engineer
PT Suitmedia Kreasi Indonesia,"Suitmedia HQ Jl. Pejaten Barat II No. 3A  Jakarta, Indonesia 12510","Understanding of databases, eloquent, and collections.Application of the ability to build applications Understanding of localization Learning about Suitmedia boilerplates Learning Git Workflow Understanding of setup development environment Understanding of programming principles",Magang,Software Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Professionalism of Electronics Industry Ecosystem Operations Engineer Software Projects on a Software Engineering Dedicated Platform,Magang,Software Engineer
PT LAPI ITB,Jl. Ganesha No.15B Bandung 40132,Professionalism Ecosystem Engineer Electronics Industry Operating Systems Software Engineering Software Projects on Dedicated Platforms,Magang,Software Engineer
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Categorize annotations and label data/content using annotation tools Report and document issues with annotation tools and processes Design annotation procedures to achieve annotations and improve data quality that are consistent and efficient Contribute to an organization's continuous learning mindset by bringing new ideas and perspectives that expand group thinking Analyze and categorize various elements in textual data sets and images/videos,Magang,Software Engineer (DSAR)
PT STECHOQ ROBOTIKA INDONESIA,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Business Development Based on Product Innovation Cloud Computing Basic Concepts of Programming Web Programming Database Linux Operating Systems Artificial Intelligence Computer Networking & Communications Mobile Programming Desktop Programming,Magang,Software Engineer for Digital Transformation and Industry 4.0
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Best practice standard operating procedure (SOP) System analysis & business analysis Enterprise Resource Planning (ERP) and ERP Software Technical consulting skills Discipline,Magang,Software Implementation Consultant
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Enterprise Resource Planning (ERP) and ERP Software Programming paradigm Structure of software development Python Programming Discipline,Magang,Software Programmer
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Critical Thinking  Problem Solving  Data Analytics  Quality Assurance Knowledge  Time Management,Magang,Software Quality Assurance 
PT Bhinneka Mentaridimensi,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Business Process Management - Role QA Quality Assurance  Product Documentation Usability Testing and Evaluation  Business Process Management - SOP & Bisnis Proses Kolaborasi Inter antar tim Analitical Thinking Kemampuan Komunikasi,Magang,Software Quality Assurance Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Negotiation & Communication Skill Analisa Data Presentation Skill Analysis & Logical Thinking Communication Skill Planning & Organizing Skills Problem Solving,Magang,Sourcing PIC Intern
PT Huawei Tech Investment,(Alamat Tidak Tersedia),Project Management iLearningX 1 KPI Spare parts Management Specialist HCIA Security HCIA Access,Magang,Spare parts Management Specialist
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),Project Management Jr.Speech Processing Engineer Team Work Jr. Back End Developer Pemrograman Python Public Speaking Paradigma Pemrograman QA Testing,Magang,Speech Engineer
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Event Management Public Speaking Online Journalism Client Management Creative Writing Negotiation Skills,Magang,Sponsorship Intern
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Can manage communication with related teams and also stakeholders related to the needs of each team Time Management Can manage communication with related teams and also stakeholders Communication Skills Team Work,Magang,Staff Sponsorship (Emtek Digital)
PT. Qatros Teknologi Nusantara,Ruko Permata Regency Blok D37 Jl. H. Kelik Srengseng Kembangan Jakarta Barat JK 11630 Indonesia,Dynamic Teamwork Adaptability & Professionalism Deployment with docker Back end implementation with Ruby Public Speaking and Presentation Database implementation using PostgreSQL,Magang,Starter Backend Engineer Internship Program
PT. Qatros Teknologi Nusantara,Ruko Permata Regency Blok D37 Jl. H. Kelik Srengseng Kembangan Jakarta Barat JK 11630 Indonesia,"API implementation from back end with REST API SRS preparation - system requirement specification Mobile app design with UML, including UI/ UX design (Figma) Mobile app implementation with Kotlin Adaptability & Deployment Professionalism with CICD Dynamic Teamwork",Magang,Starter Engineer Mobile Internship Program
PT. Qatros Teknologi Nusantara,Ruko Permata Regency Blok D37 Jl. H. Kelik Srengseng Kembangan Jakarta Barat JK 11630 Indonesia,"Website design with UML, including UI/ UX design (Figma) Public Speaking and Dynamic Team Work Presentation Front end implementation with vue.js SRS preparation - system requirement specification Deployment with docker Adaptability & Professionalism",Magang,Starter Frontend Web Engineer Internship Program
PT. Qatros Teknologi Nusantara,Ruko Permata Regency Blok D37 Jl. H. Kelik Srengseng Kembangan Jakarta Barat JK 11630 Indonesia,Adaptability & Professionalism Testing the system with black box testing Development & Implementation of Test Scenarios Dynamic Team Work Business Process Analysis,Magang,Starter Software Quality Engineer Internship Program
PT. Qatros Teknologi Nusantara,Ruko Permata Regency Blok D37 Jl. H. Kelik Srengseng Kembangan Jakarta Barat JK 11630 Indonesia,Public Speaking and Presentation Implementation of mockup into hi fidelity design with figma Development and Communication of Research Results Adaptability & Professionalism Implementation of research results in the form of mockups and lofi Identification of research needs Research Planning and Implementation Analysis of processes and results of research activities Dynamic Teamwork,Magang,Starter UIX Designer Internship Program
PT STECHOQ ROBOTIKA INDONESIA,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Strategic Management Finance and Tax General Affairs and Warehouse Business Development Based on Product Innovation  Legal Marketing Project Management Human Resources,Magang,Startup Business Administration for Digital Transformation and Industry 4.0
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Investors and fundraising Digital marketing Planning and maintenance of start-up projects Software structure and development Discipline,Magang,Start-Up Development 
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agile IT Project Management Project Management  Communication skills,Magang,STIT-DevOps Intern
PT Pilihanmu Indonesia Jaya,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",Data Analysis Business Development Strategic Thinking Personal Business Skill Business Insight Basic Project Management,Magang,Strategic Business Development
UPT Solo Technopark,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Leadership and Teamwork Project Management and Time Management Communication and Collaboration Problem Solving and Critical Thinking Work Ethics and Professionalism Creativity,Magang,Strategic Event and Campaign Officer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility Communication skills Time Management Project Management Microsoft Office,Magang,Strategic PMO intern
PT Sebangku Jaya Abadi,Yogyakarta,Analytical Thinking Market research Data Analytics Data Processing Data Presentation,Magang,Surveyor
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Dynamic teamwork Preparation of SRS - system requirement specification Application Design using UML diagrams Communication between the System Analyst with the team and the client Requirements Gathering System testing with black box testing,Magang,System Analyst
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Preparation of SRS - system requirement specification Communication between System Analyst with team and client Requirements Gathering Application Design using UML diagram System testing with black box testing Dynamic teamwork,Magang,System Analyst
PT Suitmedia Kreasi Indonesia,"Suitmedia HQ Jl. Pejaten Barat II No. 3A  Jakarta, Indonesia 12510","Understanding of Suitmedia & competitor analysis Understanding of Google Analytics Understanding of Setup Environment.Understanding of Wireframe Understanding of Software Requirement Specification Understanding of User Experience Understanding of important insights Understanding of Sitemap Understanding of Website Testing Understanding of Requirement Gathering, User Interview, & User Journey.",Magang,System Analyst
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Teamwork Basic Programming System Design Logic and Analysis Compile FSD Technical Documents,Magang,System Analyst
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Class orientation (Brainstorming, Team Work, Introduction to Tools) Development, Maintenance & Support Feasibility Study, Weakness Analysis and Needs Analysis Analysis and Introduction to Business Process Data Modeling and Process Modeling Understanding of system analysis and being able to make data modeling and process modeling",Magang,System Analyst
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Project & Product Analysis Wireframe Collaboration between divisions of User Flow technology research,Magang,System Analyst
Perkumpulan Sosial Ekonomi Akselerator Lab,"Kawasan Ekonomi Khusus Singhasari, Raya Klampok Blok D2 no 16 Purwoasri, Singosari, Kab. Malang",Ability to translate solutions into application requirements Ability to gather information Software Quality Cloud Computing Technology Digital Product Innovation Project Management Leadership and Collaboration Business Process Modeling,Magang,System Analyst
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Communication between System Analysts with the team and clients Dynamic teamwork System testing with black box testing Requirements Gathering Preparation of SRS (System Requirements Specification) Application Design using UML Project Management diagrams,Magang,System Analyst
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Python Programming Quality Assurance (QA) Testing Product management skills Software development structure Discipline,Magang,System Analyst
PT Cloud Hosting Indonesia,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Mail Server Installation & Configuration Preparing a Recovery Plan in the Event of Fatal Damage Designing Server Requirements Proxy Server Installation & Configuration Web Server Installation & Configuration Database Server Installation & Configuration Firewall Acceptance Test Installation & Configuration DHCP Server Configuration DNS Server Configuration,Magang,System Engineer
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Ability to communicate Problem Solving Presentation Skill Management Skill Planning & Organizing Skills Interpersonal Communication and Data Analysis Administration,Magang,TA Intern
PT Indonesia Indicator,"Menara Sudirman Lt. 15 Lot A Jl. Jendral Sudirman Kav. 60 RT. 005, RW. 003, Senayan, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, 12190 ",Interviewing Recruiting Communication Psychological Test Tools Screening Applications,Magang,Talent Acquisition
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Adaptability Conducting recruitment for the Onboarding process for New Employees​ ​ Test Administration Arrangement of interview schedules Recruitment Administration,Magang,Talent Acquisition
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Helping employees who just joined on their first day of work Helping to build a sustainable candidate pipeline Assisting the interview and assessment process to match the candidate profile needed by AwanTunai Assisting the data entry process & general database administration during the recruitment process Understanding end-to-end recruitment process, starting from sourcing to placement of new employees (onboarding)",Magang,Talent Acquisition
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Project Management  Teamwork & Collaboration Stakeholder Management  Communication  Data Analytics and Visualization,Magang,Talent Acquisition
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Communication Time Management Agility Project Management Microsoft Office,Magang,Talent Acquisition Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Ability to communicate Problem Solving Management Skill Planning & Organizing Skills Presentation Skill Data Analysis Interpersonal Communication and Administration,Magang,Talent Acquisition Logistics Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Communication skills Presentation Skill Planning & Organizing Skills Interpersonal Communication and Administration Data Analysis Management Problem Solving Skills,Magang,Talent Acquisition Logistics Intern
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Help take care of day-to-day operational Finance Team Manage and assist the tax process Manage and assist the tax reporting process Help check and manage financial documents Help manage the annual report tax,Magang,Tax
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ","Excel skills Teamwork dynamically Broaden insight in tax regulations and compliance Understand tax regulations, especially VAT/WHT Adaptability",Magang,Tax
PT. Grab Teknologi Indonesia,Gedung Lippo Kuningan Lt. 27 Jl. HR. Rasuna Said Kav. B 12 Karet Kuningan Setiabudi  Jakarta Selatan ,Personal Development Professional Attributes Project Presentation Business Acumen & Project Management General Training & Participation,Magang,Tech Engineering
PT GOTO Gojek Tokopedia,(Alamat Tidak Tersedia),Fundamental Skills in Software Engineering / Product Design / Research,Magang,"Tech Internship (Engineering, Design & Research)"
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),Making a description How to manage writing content Choosing writing topics How to become a professional content writer How to become a research-based professional content writer Managing writing on social media Being a writing editor Digital Marketing Skills,Magang,Technical Writer
PT Adma Digital Solusi,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239",Understanding of the documentation process and translating procedural material Ability to operate Microsoft Excel Ability to create software technical documentation Ability to create testing documents Understanding of SDLC concepts and Software Development,Magang,Technical Writer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Android Developer  Back End Developer Communication skills Time Management Project Management,Magang,Technology-Program Management-B Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),mySQL languange Communication skills Project Management Time Management Agility,Magang,Technology-Program Management-H Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),mySQL languange,Magang,Technology-Program Management-P Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Problem solving Agility Project Management Time Management  Communication skills,Magang,Technology-Program Management-S Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Web programming,Magang,Technology Security -A Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Cyber Security,Magang,Technology Security -R Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Attention to detail Project Management Time Management Communication skills Agility,Magang,Technology Strategy Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Data Analytic,Magang,Technoloy Assurance Intern
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Negotiation  Communication skills Interpersonal Skills Teamwork Microsoft Office Platform ( Ms.Excel, Word, Powerpoint) Bisnis and Sales",Magang,Telemarketing
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Daily Task Toolings communication skill Reporting Skill Teamwork Skill,Magang,Test Engineering
PT Shippindo Teknologi Logistik,"GoWork XL Axiata Tower 10th floor Jl. H. R. Rasuna Said X5 Kav. 11-12, Kuningan, Jakarta Selatan, Indonesia",Ability to become an Individual Contributor Ability to innovate in a company Programming Language Understanding of work behavior in technology companies Understanding of logistics and warehousing technology business models Basic Engineering Database Test Ability Scrum Framework,Magang,Test Engineer Intern
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),QA Testing Project Management Public Speaking Team Work Pemrograman Python Paradigma Pemrogaman Jr.Text Processing Engineer Jr. Back End Developer,Magang,Text Processing Engineer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility,Magang,Touchpoint Intern
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Kemampuan adaptasi  Negotiation skill Presentation skill Communication skill General Collection,Magang,Trainer
PT Karya Dua Anyam,(Alamat Tidak Tersedia),Content Management Communication skill Public speaking skill Training and Facilitating Skill Leadership and Teamwork,Magang,Training Facilitator Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Creative Thinking Presentation Skill Computer Skills Menguasai System Design Module/poster Design Skill Communication Skill Problem Solving,Magang,Training Intern
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Analysis of training submitted by employees Monitoring internal training carried out Analysis of employee needs for training Collaborating with people generalists regarding training and employee needs Conducting partnerships and monitoring with external vendors to conduct internal training,Magang,Training Representatives & Talent Officer
PT. Grab Teknologi Indonesia,Gedung Lippo Kuningan Lt. 27 Jl. HR. Rasuna Said Kav. B 12 Karet Kuningan Setiabudi  Jakarta Selatan ,General Training & Participation Professional Attributes Business Acumen & Project Management Personal Development Project Presentation,Magang,Transport & Logistics
PT Traveloka Indonesia,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Core Competency: Drive for Result Technical Competency: Communication Core Competency: Practical Innovation Technical Competency: Teamwork Core Competency: Accountability Technical Competency: Project Management Technical Competency: Problem Solving,Magang,Transport Partnership and Activation Intern
PT Digdaya Olah Teknologi Indonesia,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Ability to work in an agile organization or team UI Point Creativity Ability to write articles based on research or Basic Design Process experience,Magang,UI Designer
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Jr.Designer Manajemen Proyek UX Research Jr. UI/UX Developer Team Work,Magang,UI/UX dan CX
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Pemahaman terkait UI/UX, Problem Solving dan User Goal  Pengenalan UI/UX Design  Create Wire Frame,  Creating Prototype, High Fidelity Design Understanding Project brief  Problem Solving, User Journey & Collecting Assets",Magang,UI/UX Design
PT Arkatama Multi Solusindo,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur","UX Research Using libraries or pre-existing components HTML, CSS, Javascript Using design tools and UI Design prototyping",Magang,UI/ UX Designer 
PT Adma Digital Solusi,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239",Understanding of experience evaluation and user interfaces.Modeling ideas and interaction concepts Understanding empathy maps Analysis of user data Ability to make mockups and prototypes,Magang,UI/UX Designer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Understanding the application of system design in interface design Analysis of user data Feedback and improvisation on interface design Communication between the designer and the team and the client Application of a customer centric approach Designing interface design solutions based on user needs Application of the Design Thinking method in the interface design process,Magang,UI/UX Designer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Application of a customer centric approach Understanding the application of design systems in interface design Application of the Design Thinking method in the interface design process Analysis of user data Feedback and improvisation on interface design design Designing interface design solutions based on user needs Communication between the designer and the team and the client,Magang,UI/UX Designer
Perkumpulan Sosial Ekonomi Akselerator Lab,"Kawasan Ekonomi Khusus Singhasari, Raya Klampok Blok D2 no 16 Purwoasri, Singosari, Kab. Malang",Interface System Design Project Management Leadership and Collaboration Assessment of needs and currently booming center trends Development of Cloud Computing Interface Systems Digital Product Innovation User Experience Research,Magang,UI/UX Designer
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",User Experience Design Valuation Analysis Customer Insights & Understanding Digital Product Solution Design User Experience Evaluation Value - Adaptif	 Value - Kolaboratif	 Value - Kompeten	 Value - Harmonis	 Value - Amanah Value - Loyal	 Job Performance,Magang,UI/UX Designer
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),HCI (Human Computer Interaction) UI/UX Design Soft Skills ICT Etos Kerja,Magang,UI/UX Designer
PT Sebangku Jaya Abadi,Yogyakarta,User Journey  User research Fundamental Design UX Design Process Wireframe,Magang,UI/UX Designer
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284",Product presentation Prototyping User journey Wireframe design Mockup design User research Innovation and creativity,Magang,UI/UX Designer
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Visual Communication Information Architecture UX Research Wireframing & Prototyping Discipline,Magang,UI/UX Designer
PT Andromedia,Jl Jemur Andayani XV No 3B Kelurahan Jemurwonosari - Kecamatan Wonocolo - Surabaya,9.Ability to lead a team 7.Adaptability 6.Dynamic teamwork 2.Website or application design using mockups & wireframes 4.User experience research capability & user experience analysis of ui/ux design 1.Penyusunan SRS - system requirement specification 5.Assessment of needs and currently booming center trends 3.Implementation of website or application prototypes (figma & adobe xd) 8.Communication skills with presentations,Magang,UIUX Designer
