mitra_name,position_name,address,description
PT Vidio Dot Com,Product Management,"SCTV Tower, Senayan City, Jakarta Pusat",Able to ensure the project runs smoothly Able to manage communication with related teams and also stakeholders Neat documentation as one of the requirements for good product development Communication Skill Reporting Skill
PT Simplefi Teknologi Indonesia,Product Management,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Develop and manage the technical and planning needs of AwanTunai application users Determine and analyze key metrics to drive the growth of AwanTunai application products Assist in monitoring the day-to-day development of existing AwanTunai application products Design strategies in developing AwanTunai application products Collaborate with Data and Engineering teams in developing AwanTunai application product
PT Global Tiket Network,Product Management ,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Teamwork & Collaboration Data Analytics and Visualization Product Dicscovery Product Analysis Product Development
PT Traveloka Indonesia,Product Management Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten","Core Competency: Communication & Collaboration Core Competency: Practical Innovation Technical Competency: Project Management Technical Competency: Communication, teamwork & collaboration Technical Competency: UI / UX Knowledge and Basic prototyping Core Competency: Accountability Core Competency: Drive for Result Technical Competency: Problem Solving Technical Competency: Data Analysis"
PT Nodeflux Teknologi Indonesia,Product Manager,Jakarta Indonesia,Strategic Thinking Software Engineering & DevOps Introduction to Product Development for AI Powered Product Principle Teamwork Problem Solving Ability to communicate AI Product Strategy Analytical Skill AI Product Management
PT Bhinneka Mentaridimensi,Product Manager Intern,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Product Documentation Product Management Business Process Business Process Management & Product Management (End to End Requirement) Planning & Work Organization Inter team collaboration Analytical Thinking Communication Skills
PT Simplefi Teknologi Indonesia,Product Operation,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Assisting in analyzing issue data sets and translating them for the needs of the product team Collaborating with other Product teams, Marketing, Business Development, Finance, Risk, NSO/Sales, Legal to develop knowledge based / Product team Playbook Assisting in monitoring day-to-day developments of AwanTunai application products existing tools Assist the product team to conduct internal or external surveys and determine an accurate strategy for the product team Assist in managing all the tools and software used by the product team"
PT Telkom Indonesia (Persero) Tbk,Product Owner,"Jl Japati 1, Bandung",Documentation Production Program & Project Management Corporate Communication  Partner Relation Management Asset & Resource Management Value - Loyal	 Value - Harmonis	 Value - Adaptif	 Value - Kompeten	 Job Performance Value - Amanah	 Value - Kolaboratif
PT Karya Dua Anyam,Product Research & Administration Intern,,Supporting the implementation of research and product development in the community Supporting periodic production data collection Supporting production support data collection Assisting in supervising the implementation of routine production monitoring application training Supporting daily production data collection
PT Semesta Integrasi Digital,Product Researcher,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Problem solving Coordination Meeting Making research plan Making documentation Design research project
PT Vidio Dot Com,Product Researcher,"SCTV Tower, Senayan City, Jakarta Pusat","Able to carry out qualitative and quantitative research processes. Able to present and communicate the results of research conducted. Teamwork Skills, Communication Skills, Reporting Skills"
PT Simplefi Teknologi Indonesia,Product Researcher,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Collaborate with the Product team in analyzing research data. Conduct desk research. Be able to design and conduct field research. Design research projects. Design appropriate research strategies.
PT Simplefi Teknologi Indonesia,Product & Trade Marketing,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Help run marketing programs and activities Help plan promotions and identify new promotional opportunities Help identify new revenue opportunities by establishing relationships with external parties Help ensure ongoing projects are in accordance with Marketing team plans Help create marketing trade strategies for the Marketing team
PT Cloud Hosting Indonesia,Program & Event Specialist,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Carrying out events and reporting Analyzing and identifying the types of programs that can be carried out to support the company's marketing strategy Identifying KOL for company marketing needs Making briefs and contacting KOL for company marketing needs that are in line with company campaigns.Conduct an analysis on the effectiveness of the use of KOL. Identify the marketing elements of the Event Planning company
PT Uni Tokopo Teknologi,Program Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Stakeholders Engagement Plan Amplification Planning and Social Campaign Development Communication & Public Speaking Empathy & Analysis of Social Issues Project Management
PT Linimuda Inspirasi Negeri,Program & Kurikulum Internship Program,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",Create a Bootcamp program that will be implemented at MySkill Conduct effective public speaking Manage mentors and program participants End-to-end networking process for prospective tutors and mentors Analyze bootcamp programs through market research and competitor strategies Make program syllabus plans that focus on learning experience and learning output
PT BISA ARTIFISIAL INDONESIA,Program Manager,JLN. IR H JUANDA NO. 84 BANDUNG,Program Manager Event Organizer Manajemen Proyek Team Work Public Speaking
PT Pilihanmu Indonesia Jaya,Programmer,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",Installing and setting up a web server Project Framework Algorithm Analysis and Design Dependency Management Software Design Software Quality Assurance Software Version Control Project Management Software Development Information Systems SEO Data Processing
PT Arkatama Multi Solusindo,Programmer ,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Performing debugging Implementing user interfaces Creating program code documents Using data structures Installing programming software tools Using libraries or pre-existing components Writing code according to principles according to guidelines and best practices Implementing structured and object-oriented programming with the MVC approach
PT Telkom Indonesia (Persero) Tbk,Project Admin,"Jl Japati 1, Bandung",Project Evaluation Risk Management Project Execution & Control Project Planning Partner Relation Management Value - Adaptif	 Value - Harmonis	 Value - Kolaboratif	 Job Performance Value - Amanah	 Value - Kompeten	 Value - Loyal
PT Karya Dua Anyam,Project Assistant Intern,,assistance and follow-up on the implementation of the feasibility study by enumerators or Field Facilitators Preparation of periodic reports and final program reports for partners Work plan and feasibility study administrative documents Trainers in Supply Chain Module Training and Crealogy Application Administration and Technical Preparation Training Coordinate with Partners and study implementation briefings to enumerator Recruitment Partner Field Facilitator administrative and Technical preparation for Project Closure repair and updating of existing documents in the division as an effort to improve the quality of project implementation processing and interpretation of data from training and mentoring MSMEs monitoring of community impact survey activities and stakeholder engagement Mapping of Obstacles from Participants for Business Consultation Activity Planning Supply Chain Module Training
PT Semesta Integrasi Digital,Project Associate ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Communication skills Administrative skills Project support coordination skills Project management skills
PT Huawei Tech Investment,Project Controller,,Project Management HCIA Security KPI Project Controller iLearningX 1 HCIA Access
PT Telkom Indonesia (Persero) Tbk,Project Management,"Jl Japati 1, Bandung",Project Planning Project Evaluation Partner Relation Management Document Production Project Execution & Control Risk Management Value - Harmonis	 Job Performance Value - Adaptif	 Value - Kompeten	 Value - Amanah	 Value - Kolaboratif
PT Hashmicro Solusi Indonesia,Project Management,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Problem Solving Relationship Building ERP Software Project Management Kedisiplinan
PT Telkom Indonesia (Persero) Tbk,Project Management,"Jl Japati 1, Bandung",Partner Relation Management Risk Management Project Execution & Control Document Production Project Planning Project Evaluation Value - Amanah Job Performance Value - Loyal	 Value - Kolaboratif	 Value - Harmonis	 Value - Kompeten	 Value - Adaptif
PT Telkom Indonesia (Persero) Tbk,Project Management,"Jl Japati 1, Bandung",Value - Kolaboratif	 Document Production Project Planning Partner Relation Management Project Execution & Control Value - Harmonis	 Value - Adaptif	 Value - Amanah	 Project Evaluation Risk Management Value - Loyal	 Job Performance Value - Kompeten
PT Telkom Indonesia (Persero) Tbk,Project Management,"Jl Japati 1, Bandung",Risk Management Partner Relation Management Project Execution & Control Project Planning Document Production Project Evaluation Value - Harmonis	 Value - Amanah	 Value - Loyal	 Value - Adaptif	 Value - Kolaboratif	 Value - Kompeten	 Job Performance
PT Telkom Indonesia (Persero) Tbk,Project Management,"Jl Japati 1, Bandung",Project Execution & Control Partner Relation Management Risk Management Project Evaluation Project Planning Document Production Job Performance Value - Amanah	 Value - Harmonis	 Value - Kompeten	 Value - Loyal	 Value - Adaptif	 Value - Kolaboratif
PT Karya Dua Anyam,Project Management Intern,,"Administrative preparation, Building communication flow and Program Implementation Making progress reports and closing projects Processing and analyzing project data Management System Development Training Drafting, Planning, Budgeting, and Distribution of HR Project risk mitigation program Project monitoring and evaluation based on output"
PT GIT SOLUTION,Project Manager,,"Introduction to team management using management tools and work reports. Participants are also given hands-on experience in leading & managing projects.Document SRS Fundamental Software Development Life Cycle (SDLC) Report on every process of pre production, production and pre production TIM Management Project Charter and Project Management Plan"
PT Nodeflux Teknologi Indonesia,Project Manager,Jakarta Indonesia,"Product Knowledge Business Process Project SOP & Documents Decision Making Solution Knowledge (Analytic Sheets, Solution Line Up) Software & Data Interpretation Communication & Leadership Innovative & Creative Mindset Problem Identification & Escalation Training (Presentation & Public Speaking)"
PT Vidio Dot Com,Project Manager (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Can ensure projects/campaigns run smoothly Team Work Time Management Can manage communication with related teams and stakeholders Communication Skills
PT Media Dokter Investama,Project Officer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Strategic Thinking Capability Coordinating and collaborating with various stakeholders on business processes Negotiating Planning and managing projects Quality management Cost management Ability to adapt and apply organizational values ​​Design Thinking capability Develop and understand a sense of Business Centric approach Risk management Planning and organizing capabilities Management capabilities self
PT Traveloka Indonesia,"Public, Policy & Government Relations Intern","Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Drive for Result Core Competency: Accountability Technical Competency: Report Writing Core Competency: Communication & Collaboration Core Competency: Practical Innovation Technical Competency: Community Engagement Technical Competency: Project Management Technical Competency: Research & Analysis
PT Hashmicro Solusi Indonesia,Public Relation,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Disciplinary Brand Awareness Marketing Communication Editorial Collaboration Project
PT Simplefi Teknologi Indonesia,Public Relations,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Collaborate with external teams in developing Public Relations programs Assist daily operations day-to-day on Corporate Affairs Team related to Public Relations Collaborate with Corporate Affairs Team in planning Ad-hoc Public Relations activities Manage digital media AwanTunai (From planning to release) Assisting managing issues related to Public Relations
PT ECART WEBPORTAL INDONESIA,Public Relations/Communications Intern,,"Problem Solving Public Relations Program Activation Process in Corporations Fundamentals of Public Relations Program Development Presentation Skills Media Research and Key Opinion Leader - monitoring Fundamentals of making public relations documents (press news, factsheets, backgrounds, media invitations, media notes, photo news) Communication Interpersonal and Administration"
PT Uni Tokopo Teknologi,Public Relations Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Conducting virtual media visit Establish partnership with KOL and media companies Media initiative reporting Conducting virtual media gathering Conducting press release seeding Press release writing and copywriting for media pitch Proposal writing for content collaboration purpose
PT Home Credit Indonesia,QA Analyst,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Making UAT documentation and good Testing process Skill Development Project Management Dynamic teamwork Adaptability
PT Investree Radhika Jaya Group,QA Engineer,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Manual Functional Testing Non Functional Testing Automation Functional Testing Software Testing
PT GIT SOLUTION,QA Software,,"Perform technical assistance and training to users, and be able to make reports, documentation and archiving systematically.Software design and software requirements Class orientation (Brainstorming, Team Work, Introduction to Tools) Develop documentation, which can be included in project deliverables Deeper introduction to test cases in a system by taking into account the SDLC model used"
PT Vidio Dot Com,QC Edit - Content Support,"SCTV Tower, Senayan City, Jakarta Pusat",Paham mengenai content metadata Meningkatkan search engine optimization Team Work Communication Skill Time Management
PT Huawei Tech Investment,QSHE Engineer,,Data Communication 2 Data Communication 1 Data Communication 3 Project Management
PT Bejana Investidata Globalindo,Quality Assurance,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Dynamic teamwork Integrating automated tests with Continuous Integration (CI) tools Compilation of test scenario documents Implementation of automated tests on applications using a robot framework Implementation of API testing
PT Indonesia Indicator,Quality Assurance,"Menara Sudirman Lt. 15 Lot A Jl. Jendral Sudirman Kav. 60 RT. 005, RW. 003, Senayan, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, 12190
",System Testing Documentation
PT Bejana Investidata Globalindo,Quality Assurance,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Dynamic teamwork Implementation of automated tests on applications using a robot framework Integrating automated tests with Continuous Integration (CI) tools Compilation of test scenario documents Implementation of API testing
PT Digdaya Olah Teknologi Indonesia,Quality Assurance,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Ability to work in agile organizations or teams Doing Documentation Doing Manual Testing Ability to write articles based on research or experience Problem Solving Making Test Automation
PT Traveloka Indonesia,Quality Assurance Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Technical Competency: Subversioning (Git) Technical Competency: Testing Core Competency: Practical Innovation Core Competency: Drive for Result Technical Competency: Software Engineering Life Cycle Technical Competency: Writing Technical Documentation Technical Competency: UI Automation Testing Core Competency: Accountability Core Competency: Communication & Collaboration
PT Semesta Integrasi Digital,Quality Assurance (QA) Analyst,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Test Run Release Features and Bug fixes SIT (System Integration Testing) and UAT (User Acceptance Testing) Application Trials Test Cases and Test Plans Coordination Capability
PT Semesta Integrasi Digital,Quality Assurance (QA)  Operation,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Preparation of QA Operation Monitoring Report Ability to Coordinate Monitoring and Escalation of Issues Preparation of Test Cases Preparation of Error or Case Reports
Yayasan Adipurna Inovasi Asia,Quality Assurance / Software Tester,,IT Project Management Quality Assurance ICT Soft Skills Etos Kerja
PT ECART WEBPORTAL INDONESIA,Real Estate Intern,,Civil Engineering Presentation Skill Mastering Sketchup / Autocad Negotiation Business Case Assessment Building Problem Solving
PT ECART WEBPORTAL INDONESIA,Reconciliation & Rate Card Operation Intern,,COD & Reconciliation Analisis Claim Analisis Enhancement Automated Billing 4PL Cost Analisis Presentation Skill Problem Solving Project Management untuk 4PL Reconciliation
PT Mitra Integrasi Informatika,Recruiter and Employer Branding,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Administration of Communication Skills Training and Development Process Preparation of Training and Development Modules Plan and Control Driven Orientation Team Orientation HR Management
PT Huawei Tech Investment,Regional Technical Support,,Data Communication 3 Project Management Data Communication 1 Data Communication 2
PT Telkom Indonesia (Persero) Tbk,Research,"Jl Japati 1, Bandung",Customer Insights & Understanding Digital Product Solution Design User Experience Design User Experience Evaluation Valuation Analysis
PT ECART WEBPORTAL INDONESIA,Retail Experience  Intern,,Problem Solving MS. Excel Competency Presentation Skill Photoshop Communication Skill Research Project Management
PT ECART WEBPORTAL INDONESIA,Retail Strategy  Intern,,Communication Skill Project Management Presentation Skill Data Analysis (inc Ms Excel Proficiency) Research Problem Solving Melakukan In Depth Analysis/ Projection
PT Traveloka Indonesia,"Revenue, Growth & Management Intern","Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Core Competency: Practical Innovation Core Competency: Accountability Core Competency: Drive for Result Technical Competency: Data Gathering and Analysis Technical Competency: Problem Solving Technical Competency: Project Management
PT Huawei Tech Investment,RF Engineer,,Project Management
PT Simplefi Teknologi Indonesia,Risk Merchant Admin,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Manage and monitor the activities of debtors of the AwanTunai application product. Help analyze clients' financial situation. Make risk management analysis of the AwanTunai application. Help manage risk & fraud for the short and long term. Help handle existing fraud mitigation strategies.
PT Simplefi Teknologi Indonesia,Risk Supplier & Fraud,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Managing and monitoring the activities of debtors of AwanTunai application products Making risk management analysis of AwanTunai applications Helping to handle existing fraud mitigation strategies Helping to analyze clients' financial situation Helping to manage risk & fraud for the short and long term
PT TELEKOMUNIKASI SELULAR,Robotic Process Automation Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Creative Thinking IT Requirement Analysis Application/Software Design RPA Programming Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Robotic Process Automation Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","IT Requirement Analysis RPA Programming Creative Thinking Application/Software Design Softskill ""AKHLAK & ACTION"""
PT Digdaya Olah Teknologi Indonesia,Sales,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Sales Strategics and Analytics [Analytical & Solution] Sales Operations and Administrations [Implementation & Performance] Salesperson Development [Leadership & Mindset] Trends in VUCA World [Outlook] Product Knowledge Insight Communication and Negotiation Practice
PT Bejana Investidata Globalindo,Sales,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Marketing Planning Dynamic teamwork Analytics tools and Maintenance Strategy Plan Search Engine Optimization Search Engine Marketing Social Media Marketing Analysis of user data
PT Bejana Investidata Globalindo,Sales,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Social Media Marketing User data analysis Business Development Dynamic teamwork Analytics tools and Maintenance Strategy Plan Search Engine Optimization (SEO)
PT Karya Dua Anyam,Sales Acquisition Intern,,"Visit or Call user Invite users to take notes on orders Invite users to send orders convey information on running campaigns to users Prepare for administration of offline activation Reports on implementation of offline activations of implementation of offline activations Establish good relations with users Krealogy Receive Facebook group members regularly according to member criteria preparation of tools needs activities Making achievement reports every week Program analysis and segmentation of election group members 100 allocation user maintenance based on user acquisition Informing activities on Facebook groups, wa and telegrams reporting on activation activities in Facebook groups recording Facebook group membership Maintaining online relationships with users on community channels"
PT Cloud Hosting Indonesia,Sales & Business,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Service Excellent Awareness Komunikasi Efektif Offering Product Pemahaman Product Knowledge Keep In Touch  Dealling
PT XL Axiata Tbk,Sales Central Intern (Cirebon Office),,Communication
PT Central Artificial Intelligence,Sales & Digital Marketing,-,Public Speaking Keterampilan sales dan marketing Marketing Communication Digital Marketing Brand Awareness Marketing Development
PT Pundi Mas Berjaya,Sales & Digital Marketing,"Jl. Kw. Industri Tunas 2 No.7D, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444",Information Gathering Document Preparation Making Proposal Making Pitch Presentation Making Promotional Material Customer Query Handling
PT XL Axiata Tbk,Sales East Intern (Surabaya Office),,Market knowledge Project Management Communication skills Agility Time Management
PT Simplefi Teknologi Indonesia,Sales Management,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Plan, Implement, Monitor, Evaluate and Develop Marketing Strategies in their respective fields Prepare sales plans and set reference targets with the National Sales Team Collaborate with the Marketing Team and Finance Team on activities related to sales, promotions and products Understand products and solutions of the problems that exist in AwanTunai Help daily day-to-day operations on the National Sales Team"
PT Vidio Dot Com,Sales Operations (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Can ensure projects/campaigns run smoothly and increase sales volume Communication Skills Can manage communication with related teams and stakeholders Time Management Team Work
PT Simplefi Teknologi Indonesia,Sales Product & Improvement,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Assisting in planning strategies related to AwanTunai products including increasing sales revenue and market expansion Assisting the daily day-to-day operations of the National Sales Team Assisting in formulating marketing strategies related to activities, goals and resources needed by the National Sales Team Assisting in creating strategies that increase customer retention for long-term growth Help improve and enhance AwanTunai products by collecting existing data, surveys, and evaluation results"
PT Vidio Dot Com,Sales Programmatic OMP & PMP (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Can ensure planning of ad campaigns that will be broadcast and monitoring related to ad serving.Time Management Able to manage communication with related teams and also stakeholders Team Work Communication Skills
PT Semesta Integrasi Digital,Sales & Promotion,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Data and Information Collection Capability Creative Event Design Customer Relationship Development Project Support Coordination Capability
PT Baracipta Esa Engineering,Sales & Promotion,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Understanding the Business Model Canvas (BMC) of a business entity Analyzing market potential and building effective communication Designing strategies to increase brand awareness and company revenue Designing marketing and promotion programs up to closing Mastering data analysis and management Having initiative, creativity and teamwork"
PT XL Axiata Tbk,Sales West Intern (Medan Office),,Market knowledge Project Management Agility  Time Management Communication skills
PT Warung Teknologi Indonesia,Sample Position Magang Cycle 3,"DKI Jakarta, Indonesia",This is testing data don't apply this program !Just sample data Testing data
PT Semesta Integrasi Digital, School Partnership,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Project Support Communication skills Administrative skills Communication skills Planning skills and work organization
PT Mafela Ranca Wana,Script writer,"Jl. Tan Malaka No. 138 Lt 3 , Kota Payakumbuh,
Sumatera Barat",Complete Script Development of story ideas Making Treatment Manuscripts Reference Stories Understanding Stories About Shotlists
PT Telkom Indonesia (Persero) Tbk,Script Writer,"Jl Japati 1, Bandung",Value - Harmonis	 Content Review Content Delivery Content Strategy Content Design Strategic Communication Plan Value - Kompeten	 Value - Amanah	 Job Performance Value - Kolaboratif	 Value - Adaptif	 Value - Loyal
Yayasan Adipurna Inovasi Asia,Scrum Master,,Communication Skill Leadership IT Project Management Technical Skill Etos Kerja
PT Telkom Indonesia (Persero) Tbk,Scrum Master,"Jl Japati 1, Bandung",Partner Relation Management Project Planning Document Production Risk Management Project Execution & Control Project Evaluation Value - Loyal	 Value - Harmonis	 Value - Kompeten	 Value - Adaptif	 Value - Amanah	 Value - Kolaboratif	 Job Performance
PT Telkom Indonesia (Persero) Tbk,Scrum Master,"Jl Japati 1, Bandung",Project Planning Corporate Communications Document Production Problem Management Partner Relation Management Action Planning  Value - Kompeten Job Performance Value - Amanah Value - Loyal	 Value - Adaptif	 Value - Kolaboratif	 Value - Harmonis
PT Traveloka Indonesia,SDET,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Practical Innovation Core Competency: Communication & Collaboration Core Competency: Drive for Result Core Competency: Accountability Technical Competency: Debugging Technical Competency: Testing Technical Competency: Programming Technical Competency: Subversioning (Git) Technical Competency: Writing Technical Documentation Technical Competency: Software Engineering Life Cycle Technical Competency: UI Automation Testing
PT Semesta Integrasi Digital,Secondary Education Learning Designer ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Coordinating Ability to Create Charter Programs and Independent Activities Preparation of your Sekolah.mu and Career.mu LMS Analysis of SMP-SMA learning materials Preparation of SMP-SMA learning materials Design of Impact Reports
PT Global Tiket Network,Security Engineer ,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Cybersecurity Knowledge Teamwork & Collaboration Analytical Thinking  Project Management  Proactiveness
PT ECART WEBPORTAL INDONESIA,Seller Communication - Intern,,"Kemampuan Creative Thinking Problem Solving Ms. Office Skill (Excel, Power Point, Word, Outlook) Kemampuan Analisa Data Communication Skill Basic Project Management Presentation Skill"
PT ECART WEBPORTAL INDONESIA,Seller Community - Intern,,"Ms. Communication Skills Office Skills (Excel, Power Point, Word, Outlook) Organizational and Coordination Ability Problem Solving Ability Data Analysis Presentation Skill Consulting Ability"
PT ECART WEBPORTAL INDONESIA,Seller Growth Intern ,,Data Analysis (inc Ms Excel Proffeciency) Project Management Product Operation Communication Skill Leadership Skill Problem Solving Presentation Skill
PT ECART WEBPORTAL INDONESIA,Seller Trainer - Intern,,Problem Solving Ability to facilitate Presentation Skill Communication and Public Speaking Ability Organizing and Coordinating Basic Project Management Ability Data Analysis
PT Vidio Dot Com,SEO,"SCTV Tower, Senayan City, Jakarta Pusat","Understand, run and manage the SEO algorithm Writing skills Team working Communication skills Time management"
